OrderID,CustomerID,CompanyName,ProductID,ProductName,Category,RegionID,RegionName,OrderDate,Quantity,UnitPrice,TotalPrice,OrderStatus
ORD-0026,C005,AI Systems,P008,Smartwatch,Electronics,R001,North,2023-12-28,5,1317,6585,Shipped
ORD-0027,C008,CyberSecure,P002,Smartphone,Electronics,R001,North,2023-09-02,5,1435,7175,Delivered
ORD-0028,C001,TechCorp,P005,Keyboard,Accessories,R004,West,2023-05-19,1,1013,1013,Shipped
ORD-0028,C001,TechCorp,P006,Mouse,Accessories,R004,West,2023-05-19,2,312,624,Shipped
ORD-0029,C007,NextGen Consulting,P008,Smartwatch,Electronics,R004,West,2023-07-23,3,487,1461,Delivered
ORD-0030,C001,TechCorp,P004,Monitor,Electronics,R001,North,2023-09-22,2,862,1724,Cancelled
ORD-0030,C001,TechCorp,P007,Headphones,Accessories,R001,North,2023-09-22,2,1490,2980,Cancelled
ORD-0030,C001,TechCorp,P006,Mouse,Accessories,R001,North,2023-09-22,5,907,4535,Cancelled
ORD-0031,C008,CyberSecure,P001,Laptop,Electronics,R003,East,2023-01-14,5,1374,6870,Shipped
ORD-0031,C008,CyberSecure,P008,Smartwatch,Electronics,R003,East,2023-01-14,3,1384,4152,Shipped
ORD-0031,C008,CyberSecure,P007,Headphones,Accessories,R003,East,2023-01-14,4,705,2820,Shipped
ORD-0032,C001,TechCorp,P001,Laptop,Electronics,R004,West,2023-09-23,5,912,4560,Delivered
ORD-0032,C001,TechCorp,P005,Keyboard,Accessories,R004,West,2023-09-23,1,548,548,Delivered
ORD-0033,C001,TechCorp,P002,Smartphone,Electronics,R001,North,2023-07-12,2,575,1150,Pending
ORD-0034,C004,CloudNet,P008,Smartwatch,Electronics,R001,North,2023-11-13,5,1297,6485,Shipped
ORD-0034,C004,CloudNet,P002,Smartphone,Electronics,R001,North,2023-11-13,4,593,2372,Shipped
ORD-0035,C004,CloudNet,P005,Keyboard,Accessories,R002,South,2023-08-31,2,1329,2658,Delivered
ORD-0036,C004,CloudNet,P008,Smartwatch,Electronics,R003,East,2023-09-29,2,492,984,Delivered
ORD-0036,C004,CloudNet,P004,Monitor,Electronics,R003,East,2023-09-29,2,1383,2766,Delivered
ORD-0037,C004,CloudNet,P002,Smartphone,Electronics,R001,North,2023-12-08,1,1365,1365,Pending
ORD-0037,C004,CloudNet,P001,Laptop,Electronics,R001,North,2023-12-08,2,1476,2952,Pending
ORD-0038,C008,CyberSecure,P006,Mouse,Accessories,R004,West,2023-04-01,4,935,3740,Pending
ORD-0039,C006,GreenTech,P007,Headphones,Accessories,R004,West,2023-03-01,3,408,1224,Cancelled
ORD-0039,C006,GreenTech,P003,Tablet,Electronics,R004,West,2023-03-01,2,231,462,Cancelled
ORD-0039,C006,GreenTech,P006,Mouse,Accessories,R004,West,2023-03-01,4,1278,5112,Cancelled
ORD-0040,C002,InnovaSolutions,P008,Smartwatch,Electronics,R001,North,2023-12-19,5,1032,5160,Shipped
ORD-0041,C005,AI Systems,P007,Headphones,Accessories,R003,East,2023-09-02,3,314,942,Cancelled
ORD-0041,C005,AI Systems,P008,Smartwatch,Electronics,R003,East,2023-09-02,3,485,1455,Cancelled
ORD-0042,C004,CloudNet,P002,Smartphone,Electronics,R002,South,2023-06-16,5,291,1455,Delivered
ORD-0043,C003,DataWorks,P001,Laptop,Electronics,R003,East,2023-01-14,1,1288,1288,Pending
ORD-0043,C003,DataWorks,P003,Tablet,Electronics,R003,East,2023-01-14,4,329,1316,Pending
ORD-0044,C004,CloudNet,P005,Keyboard,Accessories,R003,East,2023-05-31,4,1129,4516,Shipped
ORD-0045,C002,InnovaSolutions,P003,Tablet,Electronics,R002,South,2023-07-20,2,896,1792,Cancelled
ORD-0045,C002,InnovaSolutions,P001,Laptop,Electronics,R002,South,2023-07-20,4,948,3792,Cancelled
ORD-0046,C004,CloudNet,P003,Tablet,Electronics,R004,West,2023-04-28,2,1022,2044,Delivered
ORD-0047,C005,AI Systems,P007,Headphones,Accessories,R003,East,2023-01-22,4,302,1208,Shipped
ORD-0047,C005,AI Systems,P004,Monitor,Electronics,R003,East,2023-01-22,5,357,1785,Shipped
ORD-0047,C005,AI Systems,P001,Laptop,Electronics,R003,East,2023-01-22,4,457,1828,Shipped
ORD-0048,C008,CyberSecure,P007,Headphones,Accessories,R002,South,2023-10-06,4,1206,4824,Shipped
ORD-0048,C008,CyberSecure,P003,Tablet,Electronics,R002,South,2023-10-06,1,416,416,Shipped
ORD-0048,C008,CyberSecure,P002,Smartphone,Electronics,R002,South,2023-10-06,1,937,937,Shipped
ORD-0049,C007,NextGen Consulting,P008,Smartwatch,Electronics,R004,West,2023-09-17,4,105,420,Delivered
ORD-0049,C007,NextGen Consulting,P001,Laptop,Electronics,R004,West,2023-09-17,5,940,4700,Delivered
ORD-0049,C007,NextGen Consulting,P004,Monitor,Electronics,R004,West,2023-09-17,1,591,591,Delivered
ORD-0050,C007,NextGen Consulting,P007,Headphones,Accessories,R003,East,2023-06-14,2,813,1626,Pending
ORD-0050,C007,NextGen Consulting,P002,Smartphone,Electronics,R003,East,2023-06-14,1,395,395,Pending
ORD-0051,C007,NextGen Consulting,P001,Laptop,Electronics,R004,West,2023-02-27,5,840,4200,Pending
ORD-0051,C007,NextGen Consulting,P007,Headphones,Accessories,R004,West,2023-02-27,5,593,2965,Pending
ORD-0051,C007,NextGen Consulting,P003,Tablet,Electronics,R004,West,2023-02-27,1,1371,1371,Pending
ORD-0052,C004,CloudNet,P007,Headphones,Accessories,R004,West,2023-05-12,1,1435,1435,Shipped
ORD-0052,C004,CloudNet,P005,Keyboard,Accessories,R004,West,2023-05-12,3,900,2700,Shipped
ORD-0053,C008,CyberSecure,P001,Laptop,Electronics,R004,West,2023-12-10,5,461,2305,Cancelled
ORD-0054,C005,AI Systems,P005,Keyboard,Accessories,R004,West,2023-03-02,1,974,974,Shipped
ORD-0054,C005,AI Systems,P007,Headphones,Accessories,R004,West,2023-03-02,5,1256,6280,Shipped
ORD-0055,C008,CyberSecure,P001,Laptop,Electronics,R001,North,2023-01-29,3,1443,4329,Pending
ORD-0055,C008,CyberSecure,P006,Mouse,Accessories,R001,North,2023-01-29,5,825,4125,Pending
ORD-0055,C008,CyberSecure,P007,Headphones,Accessories,R001,North,2023-01-29,3,900,2700,Pending
ORD-0056,C007,NextGen Consulting,P004,Monitor,Electronics,R004,West,2023-01-23,2,1261,2522,Cancelled
ORD-0057,C004,CloudNet,P001,Laptop,Electronics,R004,West,2023-12-18,2,305,610,Cancelled
ORD-0057,C004,CloudNet,P004,Monitor,Electronics,R004,West,2023-12-18,1,69,69,Cancelled
ORD-0058,C001,TechCorp,P002,Smartphone,Electronics,R002,South,2023-09-13,2,667,1334,Delivered
ORD-0058,C001,TechCorp,P001,Laptop,Electronics,R002,South,2023-09-13,5,443,2215,Delivered
ORD-0059,C001,TechCorp,P007,Headphones,Accessories,R003,East,2023-05-27,5,799,3995,Pending
ORD-0059,C001,TechCorp,P003,Tablet,Electronics,R003,East,2023-05-27,1,1281,1281,Pending
ORD-0060,C001,TechCorp,P002,Smartphone,Electronics,R004,West,2023-09-21,4,202,808,Shipped
ORD-0060,C001,TechCorp,P008,Smartwatch,Electronics,R004,West,2023-09-21,1,780,780,Shipped
ORD-0061,C005,AI Systems,P001,Laptop,Electronics,R004,West,2023-05-14,4,170,680,Shipped
ORD-0061,C005,AI Systems,P003,Tablet,Electronics,R004,West,2023-05-14,1,527,527,Shipped
ORD-0062,C004,CloudNet,P007,Headphones,Accessories,R002,South,2023-07-09,2,1106,2212,Shipped
ORD-0062,C004,CloudNet,P002,Smartphone,Electronics,R002,South,2023-07-09,2,355,710,Shipped
ORD-0062,C004,CloudNet,P001,Laptop,Electronics,R002,South,2023-07-09,5,228,1140,Shipped
ORD-0063,C002,InnovaSolutions,P007,Headphones,Accessories,R004,West,2023-04-14,3,1398,4194,Cancelled
ORD-0063,C002,InnovaSolutions,P001,Laptop,Electronics,R004,West,2023-04-14,5,952,4760,Cancelled
ORD-0063,C002,InnovaSolutions,P002,Smartphone,Electronics,R004,West,2023-04-14,3,145,435,Cancelled
ORD-0064,C006,GreenTech,P008,Smartwatch,Electronics,R004,West,2023-05-27,5,1269,6345,Pending
ORD-0064,C006,GreenTech,P003,Tablet,Electronics,R004,West,2023-05-27,3,507,1521,Pending
ORD-0065,C008,CyberSecure,P002,Smartphone,Electronics,R002,South,2023-01-13,1,1063,1063,Delivered
ORD-0066,C008,CyberSecure,P001,Laptop,Electronics,R002,South,2023-06-25,4,1447,5788,Shipped
ORD-0067,C008,CyberSecure,P001,Laptop,Electronics,R002,South,2023-03-27,3,291,873,Cancelled
ORD-0067,C008,CyberSecure,P003,Tablet,Electronics,R002,South,2023-03-27,3,767,2301,Cancelled
ORD-0067,C008,CyberSecure,P004,Monitor,Electronics,R002,South,2023-03-27,1,1148,1148,Cancelled
ORD-0068,C001,TechCorp,P005,Keyboard,Accessories,R003,East,2023-04-04,3,513,1539,Delivered
ORD-0068,C001,TechCorp,P003,Tablet,Electronics,R003,East,2023-04-04,4,785,3140,Delivered
ORD-0069,C008,CyberSecure,P007,Headphones,Accessories,R004,West,2023-06-19,5,741,3705,Delivered
ORD-0069,C008,CyberSecure,P004,Monitor,Electronics,R004,West,2023-06-19,4,171,684,Delivered
ORD-0070,C005,AI Systems,P003,Tablet,Electronics,R003,East,2023-01-28,2,1479,2958,Cancelled
ORD-0070,C005,AI Systems,P008,Smartwatch,Electronics,R003,East,2023-01-28,3,118,354,Cancelled
ORD-0070,C005,AI Systems,P006,Mouse,Accessories,R003,East,2023-01-28,3,845,2535,Cancelled
ORD-0071,C004,CloudNet,P001,Laptop,Electronics,R003,East,2023-12-07,2,966,1932,Cancelled
ORD-0071,C004,CloudNet,P008,Smartwatch,Electronics,R003,East,2023-12-07,5,1209,6045,Cancelled
ORD-0072,C001,TechCorp,P003,Tablet,Electronics,R002,South,2023-04-13,4,1057,4228,Pending
ORD-0072,C001,TechCorp,P006,Mouse,Accessories,R002,South,2023-04-13,4,534,2136,Pending
ORD-0072,C001,TechCorp,P008,Smartwatch,Electronics,R002,South,2023-04-13,2,81,162,Pending
ORD-0073,C007,NextGen Consulting,P007,Headphones,Accessories,R003,East,2023-01-26,3,503,1509,Delivered
ORD-0073,C007,NextGen Consulting,P003,Tablet,Electronics,R003,East,2023-01-26,4,1229,4916,Delivered
ORD-0074,C002,InnovaSolutions,P007,Headphones,Accessories,R003,East,2023-04-07,1,1146,1146,Shipped
ORD-0074,C002,InnovaSolutions,P008,Smartwatch,Electronics,R003,East,2023-04-07,1,795,795,Shipped
ORD-0075,C004,CloudNet,P005,Keyboard,Accessories,R001,North,2023-04-28,5,751,3755,Delivered
ORD-0076,C008,CyberSecure,P004,Monitor,Electronics,R001,North,2023-06-15,1,881,881,Pending
ORD-0076,C008,CyberSecure,P005,Keyboard,Accessories,R001,North,2023-06-15,2,815,1630,Pending
ORD-0076,C008,CyberSecure,P006,Mouse,Accessories,R001,North,2023-06-15,4,1456,5824,Pending
ORD-0077,C006,GreenTech,P008,Smartwatch,Electronics,R004,West,2023-05-15,5,167,835,Delivered
ORD-0077,C006,GreenTech,P005,Keyboard,Accessories,R004,West,2023-05-15,4,980,3920,Delivered
ORD-0078,C001,TechCorp,P008,Smartwatch,Electronics,R003,East,2023-01-18,4,57,228,Shipped
ORD-0079,C006,GreenTech,P004,Monitor,Electronics,R001,North,2023-07-19,2,1328,2656,Pending
ORD-0080,C002,InnovaSolutions,P006,Mouse,Accessories,R001,North,2023-01-03,1,460,460,Delivered
ORD-0081,C003,DataWorks,P003,Tablet,Electronics,R002,South,2023-06-07,5,191,955,Cancelled
ORD-0081,C003,DataWorks,P007,Headphones,Accessories,R002,South,2023-06-07,2,435,870,Cancelled
ORD-0081,C003,DataWorks,P005,Keyboard,Accessories,R002,South,2023-06-07,1,1095,1095,Cancelled
ORD-0082,C006,GreenTech,P005,Keyboard,Accessories,R004,West,2023-01-17,3,1167,3501,Cancelled
ORD-0082,C006,GreenTech,P007,Headphones,Accessories,R004,West,2023-01-17,3,438,1314,Cancelled
ORD-0082,C006,GreenTech,P002,Smartphone,Electronics,R004,West,2023-01-17,4,450,1800,Cancelled
ORD-0083,C008,CyberSecure,P003,Tablet,Electronics,R001,North,2023-06-24,2,939,1878,Shipped
ORD-0084,C003,DataWorks,P006,Mouse,Accessories,R003,East,2023-01-22,5,388,1940,Pending
ORD-0085,C002,InnovaSolutions,P003,Tablet,Electronics,R001,North,2023-10-30,3,1052,3156,Pending
ORD-0085,C002,InnovaSolutions,P005,Keyboard,Accessories,R001,North,2023-10-30,2,492,984,Pending
ORD-0086,C005,AI Systems,P008,Smartwatch,Electronics,R001,North,2023-02-18,2,54,108,Shipped
ORD-0086,C005,AI Systems,P003,Tablet,Electronics,R001,North,2023-02-18,1,911,911,Shipped
ORD-0086,C005,AI Systems,P007,Headphones,Accessories,R001,North,2023-02-18,4,359,1436,Shipped
ORD-0087,C005,AI Systems,P006,Mouse,Accessories,R001,North,2023-11-18,5,736,3680,Pending
ORD-0087,C005,AI Systems,P001,Laptop,Electronics,R001,North,2023-11-18,5,732,3660,Pending
ORD-0088,C005,AI Systems,P006,Mouse,Accessories,R002,South,2023-04-22,4,616,2464,Shipped
ORD-0088,C005,AI Systems,P003,Tablet,Electronics,R002,South,2023-04-22,1,1436,1436,Shipped
ORD-0088,C005,AI Systems,P004,Monitor,Electronics,R002,South,2023-04-22,1,658,658,Shipped
ORD-0089,C003,DataWorks,P004,Monitor,Electronics,R004,West,2023-04-10,5,1388,6940,Pending
ORD-0090,C005,AI Systems,P008,Smartwatch,Electronics,R002,South,2023-07-11,1,124,124,Pending
ORD-0091,C003,DataWorks,P003,Tablet,Electronics,R001,North,2023-06-08,5,1473,7365,Pending
ORD-0091,C003,DataWorks,P004,Monitor,Electronics,R001,North,2023-06-08,5,475,2375,Pending
ORD-0092,C003,DataWorks,P006,Mouse,Accessories,R002,South,2023-08-28,4,803,3212,Shipped
ORD-0092,C003,DataWorks,P008,Smartwatch,Electronics,R002,South,2023-08-28,4,1490,5960,Shipped
ORD-0093,C001,TechCorp,P007,Headphones,Accessories,R002,South,2023-06-30,1,1005,1005,Shipped
ORD-0093,C001,TechCorp,P008,Smartwatch,Electronics,R002,South,2023-06-30,4,313,1252,Shipped
ORD-0093,C001,TechCorp,P005,Keyboard,Accessories,R002,South,2023-06-30,1,310,310,Shipped
ORD-0094,C007,NextGen Consulting,P005,Keyboard,Accessories,R001,North,2023-02-10,5,1247,6235,Shipped
ORD-0094,C007,NextGen Consulting,P004,Monitor,Electronics,R001,North,2023-02-10,1,597,597,Shipped
ORD-0094,C007,NextGen Consulting,P008,Smartwatch,Electronics,R001,North,2023-02-10,2,343,686,Shipped
ORD-0095,C001,TechCorp,P002,Smartphone,Electronics,R001,North,2023-03-09,3,1146,3438,Pending
ORD-0095,C001,TechCorp,P005,Keyboard,Accessories,R001,North,2023-03-09,1,616,616,Pending
ORD-0096,C008,CyberSecure,P001,Laptop,Electronics,R004,West,2023-10-21,1,636,636,Delivered
ORD-0096,C008,CyberSecure,P002,Smartphone,Electronics,R004,West,2023-10-21,2,1436,2872,Delivered
ORD-0096,C008,CyberSecure,P006,Mouse,Accessories,R004,West,2023-10-21,4,1418,5672,Delivered
ORD-0097,C003,DataWorks,P001,Laptop,Electronics,R003,East,2023-08-25,3,1097,3291,Cancelled
ORD-0097,C003,DataWorks,P008,Smartwatch,Electronics,R003,East,2023-08-25,4,1412,5648,Cancelled
ORD-0098,C008,CyberSecure,P004,Monitor,Electronics,R004,West,2023-07-19,3,278,834,Cancelled
ORD-0098,C008,CyberSecure,P002,Smartphone,Electronics,R004,West,2023-07-19,5,284,1420,Cancelled
ORD-0099,C006,GreenTech,P004,Monitor,Electronics,R002,South,2023-03-03,3,205,615,Pending
ORD-0099,C006,GreenTech,P005,Keyboard,Accessories,R002,South,2023-03-03,5,826,4130,Pending
ORD-0099,C006,GreenTech,P007,Headphones,Accessories,R002,South,2023-03-03,3,490,1470,Pending
ORD-0100,C007,NextGen Consulting,P008,Smartwatch,Electronics,R001,North,2023-07-05,5,590,2950,Delivered
ORD-0101,C008,CyberSecure,P001,Laptop,Electronics,R004,West,2023-03-31,2,202,404,Delivered
ORD-0101,C008,CyberSecure,P003,Tablet,Electronics,R004,West,2023-03-31,2,1147,2294,Delivered
ORD-0102,C008,CyberSecure,P003,Tablet,Electronics,R002,South,2023-10-25,1,388,388,Delivered
ORD-0102,C008,CyberSecure,P002,Smartphone,Electronics,R002,South,2023-10-25,1,561,561,Delivered
ORD-0102,C008,CyberSecure,P006,Mouse,Accessories,R002,South,2023-10-25,3,1469,4407,Delivered
ORD-0103,C004,CloudNet,P006,Mouse,Accessories,R002,South,2023-09-18,3,377,1131,Cancelled
ORD-0104,C008,CyberSecure,P003,Tablet,Electronics,R003,East,2023-04-30,3,57,171,Cancelled
ORD-0104,C008,CyberSecure,P002,Smartphone,Electronics,R003,East,2023-04-30,1,709,709,Cancelled
ORD-0104,C008,CyberSecure,P008,Smartwatch,Electronics,R003,East,2023-04-30,3,1320,3960,Cancelled
ORD-0105,C005,AI Systems,P005,Keyboard,Accessories,R004,West,2023-04-25,2,348,696,Cancelled
ORD-0105,C005,AI Systems,P008,Smartwatch,Electronics,R004,West,2023-04-25,5,831,4155,Cancelled
ORD-0105,C005,AI Systems,P002,Smartphone,Electronics,R004,West,2023-04-25,4,643,2572,Cancelled
ORD-0106,C001,TechCorp,P008,Smartwatch,Electronics,R001,North,2023-08-26,2,1255,2510,Cancelled
ORD-0106,C001,TechCorp,P001,Laptop,Electronics,R001,North,2023-08-26,5,623,3115,Cancelled
ORD-0106,C001,TechCorp,P003,Tablet,Electronics,R001,North,2023-08-26,3,750,2250,Cancelled
ORD-0107,C004,CloudNet,P004,Monitor,Electronics,R004,West,2023-02-08,3,443,1329,Shipped
ORD-0107,C004,CloudNet,P002,Smartphone,Electronics,R004,West,2023-02-08,4,445,1780,Shipped
ORD-0108,C001,TechCorp,P003,Tablet,Electronics,R004,West,2023-12-03,5,1139,5695,Cancelled
ORD-0109,C001,TechCorp,P001,Laptop,Electronics,R004,West,2023-07-23,1,1403,1403,Shipped
ORD-0109,C001,TechCorp,P005,Keyboard,Accessories,R004,West,2023-07-23,2,1415,2830,Shipped
ORD-0109,C001,TechCorp,P006,Mouse,Accessories,R004,West,2023-07-23,5,1434,7170,Shipped
ORD-0110,C007,NextGen Consulting,P004,Monitor,Electronics,R001,North,2023-01-04,1,1090,1090,Shipped
ORD-0110,C007,NextGen Consulting,P007,Headphones,Accessories,R001,North,2023-01-04,2,240,480,Shipped
ORD-0111,C004,CloudNet,P004,Monitor,Electronics,R003,East,2023-11-20,3,683,2049,Delivered
ORD-0111,C004,CloudNet,P002,Smartphone,Electronics,R003,East,2023-11-20,1,279,279,Delivered
ORD-0111,C004,CloudNet,P007,Headphones,Accessories,R003,East,2023-11-20,4,1281,5124,Delivered
ORD-0112,C008,CyberSecure,P005,Keyboard,Accessories,R004,West,2023-09-13,1,441,441,Shipped
ORD-0113,C006,GreenTech,P001,Laptop,Electronics,R003,East,2023-04-19,4,795,3180,Cancelled
ORD-0113,C006,GreenTech,P003,Tablet,Electronics,R003,East,2023-04-19,5,285,1425,Cancelled
ORD-0114,C008,CyberSecure,P006,Mouse,Accessories,R002,South,2023-09-16,4,297,1188,Shipped
ORD-0114,C008,CyberSecure,P002,Smartphone,Electronics,R002,South,2023-09-16,5,1123,5615,Shipped
ORD-0115,C002,InnovaSolutions,P004,Monitor,Electronics,R001,North,2023-03-21,4,330,1320,Pending
ORD-0115,C002,InnovaSolutions,P005,Keyboard,Accessories,R001,North,2023-03-21,5,123,615,Pending
ORD-0115,C002,InnovaSolutions,P007,Headphones,Accessories,R001,North,2023-03-21,4,977,3908,Pending
ORD-0116,C006,GreenTech,P008,Smartwatch,Electronics,R002,South,2023-07-07,2,1290,2580,Delivered
ORD-0116,C006,GreenTech,P004,Monitor,Electronics,R002,South,2023-07-07,3,145,435,Delivered
ORD-0116,C006,GreenTech,P005,Keyboard,Accessories,R002,South,2023-07-07,3,306,918,Delivered
ORD-0117,C002,InnovaSolutions,P002,Smartphone,Electronics,R002,South,2023-11-19,3,1305,3915,Cancelled
ORD-0117,C002,InnovaSolutions,P006,Mouse,Accessories,R002,South,2023-11-19,1,651,651,Cancelled
ORD-0118,C002,InnovaSolutions,P004,Monitor,Electronics,R004,West,2023-04-11,5,246,1230,Pending
ORD-0119,C006,GreenTech,P002,Smartphone,Electronics,R003,East,2023-09-25,4,1273,5092,Delivered
ORD-0119,C006,GreenTech,P005,Keyboard,Accessories,R003,East,2023-09-25,4,1267,5068,Delivered
ORD-0119,C006,GreenTech,P006,Mouse,Accessories,R003,East,2023-09-25,1,894,894,Delivered
ORD-0120,C001,TechCorp,P001,Laptop,Electronics,R002,South,2023-12-22,2,1048,2096,Delivered
ORD-0121,C004,CloudNet,P004,Monitor,Electronics,R001,North,2023-12-21,1,922,922,Delivered
